t,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9
18,0.13371743,0.018352479,0.2081001,0.10965027,0.127093,0.1202681,0.09314664,0.13371523,0.3203277,0.39254442,0.37334508,0.41882342,0.11488053
19,1.0063521,0.024389911,0.46430248,0.31787616,1.0043057,0.9525065,1.0042386,0.995277,1.0006815,1.0341278,0.9958216,1.0404984,0.43220672
20,0.12227655,0.001138407,0.061629955,0.028569557,0.09099146,0.072001904,0.04918522,0.06192044,0.1375366,0.1710523,0.16133505,0.17649579,0.030184468
21,0.18376297,0.020677831,0.21936756,0.12390823,0.15331204,0.14271411,0.12366341,0.15981562,0.30555475,0.3759292,0.35894236,0.41146618,0.08949195
22,0.9889052,0.58844167,0.25361463,0.3049035,0.976219,0.92918724,0.9714592,0.99560356,0.9946546,1.0004494,0.9997409,0.98907644,0.9508286
23,0.7973289,0.028515354,0.6958816,0.5257637,0.8122731,0.7870739,0.8451216,0.8585517,0.88741934,0.9115321,0.9114168,0.9282112,0.5143482
24,0.51649487,0.22152965,0.26958787,0.26057807,0.4964,0.4669279,0.47939292,0.49894994,0.5495886,0.58088464,0.5644649,0.5918512,0.40830508
25,0.6130036,0.025395177,0.4561939,0.37498483,0.59439546,0.56155485,0.5891819,0.5973157,0.63425595,0.66557324,0.63624734,0.68092334,0.29628545
26,0.11275124,0.0011552213,0.2106247,0.10799195,0.08931898,0.08667571,0.07679584,0.120094866,0.24325222,0.29594252,0.3011926,0.33283085,0.1284539
27,0.1253904,0.0014166815,0.2398435,0.12888221,0.09958752,0.09840469,0.09384071,0.14090487,0.25520712,0.3059523,0.31651473,0.35110092,0.1472593
28,0.8885687,0.14833443,0.31751612,0.28330594,0.86447513,0.81709635,0.86325485,0.87167996,0.8820069,0.9059748,0.8764349,0.90748584,0.5974459
29,0.8155047,0.005240885,0.53959405,0.3710759,0.85363317,0.81861275,0.8703138,0.8593631,0.8668034,0.88763285,0.87529737,0.8891256,0.36113012
30,0.8358336,0.011200885,0.50243807,0.39736775,0.8112268,0.76456326,0.81292343,0.80795336,0.8242574,0.85544896,0.79567325,0.8664155,0.36269158
31,0.6602219,0.024660397,0.51174104,0.37437207,0.659354,0.6238169,0.6553042,0.6601315,0.6760364,0.7019157,0.68426365,0.71597314,0.30958888
32,0.13617638,0.00094858406,0.2372595,0.15474385,0.10980288,0.096239954,0.09626615,0.11052447,0.15056819,0.17207359,0.16523261,0.19477761,0.03611854
33,0.31484863,0.063012965,0.26472208,0.20493571,0.29068315,0.27222708,0.27620924,0.2915228,0.33220574,0.35911492,0.35133013,0.379612,0.18058836
34,0.13241614,0.0047640707,0.22696178,0.1562304,0.10630124,0.095733896,0.09545004,0.12004571,0.16825669,0.18743686,0.18847947,0.20729898,0.08417075
35,0.15983663,0.0127311945,0.20781744,0.13446641,0.12358619,0.10728416,0.10158518,0.123507656,0.17356531,0.1948185,0.18342929,0.21470182,0.06202956
36,0.29815012,0.119539954,0.25330207,0.20738593,0.27064937,0.24973544,0.25151548,0.27593836,0.332334,0.35946682,0.350636,0.37821266,0.21993956
37,0.13591164,0.0014583186,0.22452806,0.1437623,0.107549466,0.093682215,0.0896727,0.11078177,0.16899036,0.19372393,0.19253297,0.2166565,0.05808323
38,0.1624135,0.0010567699,0.24803084,0.15677279,0.12610872,0.107888676,0.102623366,0.12698314,0.186022,0.21382433,0.2058051,0.23895548,0.05702354
39,0.2918818,0.0017401327,0.27792296,0.18035239,0.25147092,0.22987093,0.23360708,0.25385335,0.31868017,0.35314164,0.33212784,0.38190424,0.10705885
40,0.41971895,0.002053584,0.35233903,0.31141928,0.39373314,0.34075487,0.34197024,0.346211,0.36189952,0.3739856,0.3777496,0.37933096,0.1537207
41,0.22669815,0.071077965,0.20662495,0.144127,0.19098191,0.16866548,0.16025062,0.18559642,0.24160323,0.2646957,0.26023278,0.28468287,0.13946407
42,0.31019944,0.004561814,0.20295717,0.15147275,0.26154053,0.22679372,0.22847916,0.24417615,0.28571942,0.30997,0.27483723,0.3267245,0.13303597
43,0.34378955,0.0014690266,0.32897112,0.29248142,0.32574403,0.276353,0.28815618,0.2993515,0.33126602,0.3492846,0.32530224,0.36467513,0.0929327
44,0.5725535,0.07436354,0.18125057,0.17522651,0.5430906,0.47854203,0.5066293,0.5175458,0.5244779,0.5380044,0.52061415,0.5427871,0.30268335
45,0.368345,0.0034317255,0.3607421,0.32231748,0.33971202,0.29941455,0.32708627,0.34896982,0.390917,0.41671196,0.40560123,0.43880174,0.18182363
46,0.43750694,0.0093377875,0.42876017,0.35333496,0.47229752,0.40665093,0.4301122,0.43522784,0.4439763,0.44396213,0.50149596,0.44542614,0.23957938
47,0.51138115,0.038072653,0.31911787,0.23361607,0.4703855,0.40931442,0.4306969,0.44091088,0.45537633,0.46646538,0.4436107,0.47119355,0.24118456
48,0.4342802,0.0025746017,0.3729204,0.31632823,0.40860522,0.35406014,0.3831968,0.39136916,0.40870818,0.4262165,0.3985638,0.43763712,0.13705933
49,0.52620405,0.015966505,0.3427829,0.27504674,0.4869189,0.4228273,0.46306455,0.48235574,0.5072881,0.52629113,0.49937266,0.54147065,0.22000872
