t,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9
30,0.14427803,0.0013882444,0.3032393,0.18688299,0.12045305,0.11329915,0.13032985,0.14498268,0.18189822,0.2131328,0.21302429,0.25013512,0.052228462
31,0.6648693,0.02766891,0.51041317,0.3662542,0.6640168,0.6292311,0.66406286,0.6699201,0.6852971,0.7118065,0.6844981,0.7256432,0.30093047
32,0.44339937,0.0024485693,0.46191522,0.40113613,0.41531476,0.38732597,0.4113925,0.41036436,0.44523117,0.47879606,0.44572335,0.5001128,0.14311276
33,0.13836195,0.0033804332,0.25588715,0.17813921,0.10928809,0.09742993,0.09897479,0.1159529,0.1565055,0.17692691,0.17048986,0.19489683,0.06038948
34,0.20156907,0.0058905645,0.22597224,0.17111322,0.18481144,0.16109195,0.15706961,0.17110889,0.2171741,0.2315624,0.24375159,0.24961671,0.11834269
35,0.15219884,0.019353906,0.22119033,0.15588747,0.120942,0.10799861,0.10442243,0.1236676,0.17076412,0.19043162,0.18666303,0.2086034,0.094788864
36,0.37737286,0.04073372,0.12799838,0.11516767,0.35246736,0.31889614,0.3204242,0.33496326,0.36530602,0.3817089,0.37623835,0.39182127,0.22579063
37,0.16451013,0.02091771,0.16025808,0.10762846,0.1225437,0.106572,0.09620363,0.11188507,0.15477139,0.17128251,0.15550457,0.18252939,0.06310364
38,0.40205753,0.0018256768,0.27502644,0.22827417,0.33010116,0.29171175,0.29481912,0.30036983,0.32117432,0.3394464,0.30396542,0.3521826,0.14623612
39,0.16900727,0.0011225058,0.23109505,0.14013317,0.12768771,0.102720186,0.08726481,0.109844856,0.17411965,0.20093913,0.19611037,0.22631787,0.07645027
40,0.33980238,0.0022367362,0.34822515,0.27526823,0.41358948,0.34646165,0.33678004,0.3339273,0.34227455,0.3396529,0.42158663,0.3332037,0.11748283
41,0.21410333,0.062580585,0.17408508,0.121980816,0.17886543,0.15088731,0.13536179,0.15571037,0.20937951,0.2309515,0.2280928,0.2485938,0.12231276
42,0.3669144,0.0015383604,0.26055253,0.21175817,0.3213587,0.27547047,0.27857006,0.27889118,0.29522738,0.30650124,0.28272057,0.31212777,0.09920975
43,0.15061454,0.0010853829,0.1509587,0.09332691,0.11396713,0.0880123,0.06685901,0.09215244,0.16081423,0.17986226,0.18013364,0.19338554,0.07112838
44,0.2151225,0.0013662026,0.16391647,0.095708355,0.16187131,0.122974016,0.09972243,0.122683525,0.18330425,0.20306396,0.1951464,0.21845816,0.056435112
45,0.6010877,0.077177495,0.19372119,0.18678446,0.5724124,0.5083929,0.5397474,0.5503658,0.559334,0.57046735,0.5546049,0.5762052,0.31721067
46,0.17595352,0.0020798917,0.09594911,0.052284144,0.13033156,0.09712482,0.07024501,0.10058384,0.16522004,0.18113643,0.17943442,0.19235514,0.06974671
47,0.58846194,0.009488322,0.23692815,0.1572539,0.54025424,0.44794023,0.47679567,0.4821966,0.48463604,0.503023,0.47393262,0.50555474,0.17072374
48,0.62272596,0.18253031,0.27461004,0.2697011,0.5974611,0.53107446,0.57837415,0.5966008,0.61169475,0.6278001,0.6109039,0.63598335,0.42251185
49,0.33734888,0.016343387,0.2209143,0.19347216,0.28185236,0.23160116,0.23790069,0.25609505,0.28434956,0.30293038,0.27579674,0.31928617,0.13175236
